ELF code,Country ELF,Country,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
INTY,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, και που έχει μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, kai pou echei metochiko kefalaio", και που έχει μετοχικό κεφάλαιο,ELF v1.5
INTY,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, και που έχει μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, kai pou echei metochiko kefalaio",Etaireia Periorismenis Efthynis me engyisi,ELF v1.5
INTY,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, και που έχει μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, kai pou echei metochiko kefalaio", kai pou echei metochiko kefalaio,ELF v1.5
K9L6,Cyprus,Cyprus,,Ιδιωτική Εταιρεία Περιορισμένης Ευθύνης με μετοχές,Greek,Idiotiki Etaireia Periorismenis Efthynis me metoches,Ιδιωτική Εταιρεία Περιορισμένης Ευθύνης με μετοχές,ELF v1.5
K9L6,Cyprus,Cyprus,,Ιδιωτική Εταιρεία Περιορισμένης Ευθύνης με μετοχές,Greek,Idiotiki Etaireia Periorismenis Efthynis me metoches,Idiotiki Etaireia Periorismenis Efthynis me metoches,ELF v1.5
MYKG,Cyprus,Cyprus,,Δημόσια Εταιρεία,Greek,Dimosia Etaireia,Δημόσια Εταιρεία,ELF v1.5
MYKG,Cyprus,Cyprus,,Δημόσια Εταιρεία,Greek,Dimosia Etaireia,Dimosia Etaireia,ELF v1.5
P12B,Cyprus,Cyprus,,Ταμεία Προνοίας/ Συντάξεως,Greek,Tameia Pronoias/ Syntaxeos,Ταμεία Προνοίας/ Συντάξεως,ELF v1.5
P12B,Cyprus,Cyprus,,Ταμεία Προνοίας/ Συντάξεως,Greek,Tameia Pronoias/ Syntaxeos,Tameia Pronoias/ Syntaxeos,ELF v1.5
P5JT,Cyprus,Cyprus,,Ευρωπαϊκός Όμιλος Οικονομικού Σκοπού,Greek,Ευρωπαϊκός Όμιλος Οικονομικού Σκοπού,ΕΟΟΣ,ELF v1.5
RCPI,Cyprus,Cyprus,,Ιδιωτική Εταιρεία,Greek,Idiotiki Etaireia,Ιδιωτική Εταιρεία,ELF v1.5
RCPI,Cyprus,Cyprus,,Ιδιωτική Εταιρεία,Greek,Idiotiki Etaireia,Idiotiki Etaireia,ELF v1.5
T1JS,Cyprus,Cyprus,,Οντότητες που διέπονται από το δημόσιο δίκαιο,Greek,Ontotites pou diepontai apo to dimosio dikaio,Οντότητες που διέπονται από το δημόσιο δίκαιο,ELF v1.5
T1JS,Cyprus,Cyprus,,Οντότητες που διέπονται από το δημόσιο δίκαιο,Greek,Ontotites pou diepontai apo to dimosio dikaio,Ontotites pou diepontai apo to dimosio dikaio,ELF v1.5
U24X,Cyprus,Cyprus,,Συνεργατικά Πιστωτικά Ιδρύματα,Greek,Synergatika Pistotika Idrymata,Συνεργατικά Πιστωτικά Ιδρύματα,ELF v1.5
U24X,Cyprus,Cyprus,,Συνεργατικά Πιστωτικά Ιδρύματα,Greek,Synergatika Pistotika Idrymata,Synergatika Pistotika Idrymata,ELF v1.5
W86L,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, χωρίς μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, choris metochiko kefalaio",Εταιρεία Περιορισμένης Ευθύνης με εγγύηση,ELF v1.5
W86L,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, χωρίς μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, choris metochiko kefalaio", χωρίς μετοχικό κεφάλαιο,ELF v1.5
W86L,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, χωρίς μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, choris metochiko kefalaio",Etaireia Periorismenis Efthynis me engyisi,ELF v1.5
W86L,Cyprus,Cyprus,,"Εταιρεία Περιορισμένης Ευθύνης με εγγύηση, χωρίς μετοχικό κεφάλαιο",Greek,"Etaireia Periorismenis Efthynis me engyisi, choris metochiko kefalaio", choris metochiko kefalaio,ELF v1.5
1JK6,Czechia,Czechia,,Svépomocné zemědělské družstvo,Czech,Svépomocné zemědělské družstvo,Svépomocné zemědělské družstvo,ELF v1.5
2DK3,Czechia,Czechia,,Podnik nebo hospodářské zařízení politické strany,Czech,Podnik nebo hospodářské zařízení politické strany,Podnik nebo hospodářské zařízení politické strany,ELF v1.5
2N9X,Czechia,Czechia,,Česká konsolidační agentura,Czech,Česká konsolidační agentura,Česká konsolidační agentura,ELF v1.5
3BX3,Czechia,Czechia,,Evropské seskupení pro územní spolupráci,Czech,Evropské seskupení pro územní spolupráci,Evropské seskupení pro územní spolupráci,ELF v1.5
3G3D,Czechia,Czechia,,Nadace,Czech,Nadace,Nadace,ELF v1.5
3RMA,Czechia,Czechia,,Státní fond ze zákona,Czech,Státní fond ze zákona,Státní fond ze zákona,ELF v1.5
4A26,Czechia,Czechia,,Zájmová organizace družstev,Czech,Zájmová organizace družstev,Zájmová organizace družstev,ELF v1.5
4OTK,Czechia,Czechia,,Regionální rada regionu soudržnosti,Czech,Regionální rada regionu soudržnosti,Regionální rada regionu soudržnosti,ELF v1.5
4UB2,Czechia,Czechia,,Garanční fond obchodníků s cennými papíry,Czech,Garanční fond obchodníků s cennými papíry,Garanční fond obchodníků s cennými papíry,ELF v1.5
4YAK,Czechia,Czechia,,Stálý rozhodčí soud,Czech,Stálý rozhodčí soud,Stálý rozhodčí soud,ELF v1.5
5AP3,Czechia,Czechia,,Pobočná mezinárodní organizace zaměstnavatelů,Czech,Pobočná mezinárodní organizace zaměstnavatelů,Pobočná mezinárodní organizace zaměstnavatelů,ELF v1.5
5KU5,Czechia,Czechia,,Veřejná obchodní společnost,Czech,Veřejná obchodní společnost,Veřejná obchodní společnost,ELF v1.5
6CQN,Czechia,Czechia,,Akciová společnost,Czech,Akciová společnost,Akciová společnost,ELF v1.5
6D9L,Czechia,Czechia,,Svěřenský fond,Czech,Svěřenský fond,Svěřenský fond,ELF v1.5
6FAI,Czechia,Czechia,,Státní podnik,Czech,Státní podnik,Státní podnik,ELF v1.5
6OMW,Czechia,Czechia,,Organizační jednotka občanského sdružení,Czech,Organizační jednotka občanského sdružení,Organizační jednotka občanského sdružení,ELF v1.5
747U,Czechia,Czechia,,Společnost komanditní na akcie,Czech,Společnost komanditní na akcie,Společnost komanditní na akcie,ELF v1.5
74W6,Czechia,Czechia,,Státní příspěvková organizace ostatní,Czech,Státní příspěvková organizace ostatní,Státní příspěvková organizace ostatní,ELF v1.5
7OZQ,Czechia,Czechia,,Zájmové sdružení,Czech,Zájmové sdružení,Zájmové sdružení,ELF v1.5
84J8,Czechia,Czechia,,Státní hospodářská organizace řízená okresním úřadem,Czech,Státní hospodářská organizace řízená okresním úřadem,Státní hospodářská organizace řízená okresním úřadem,ELF v1.5
8K5T,Czechia,Czechia,,Spotřební družstvo,Czech,Spotřební družstvo,Spotřební družstvo,ELF v1.5
917C,Czechia,Czechia,,Česká tisková kancelář,Czech,Česká tisková kancelář,Česká tisková kancelář,ELF v1.5
95G8,Czechia,Czechia,,Podnikající fyzická osoba tuzemská,Czech,Podnikající fyzická osoba tuzemská,Podnikající fyzická osoba tuzemská,ELF v1.5
971Y,Czechia,Czechia,,Podnik nebo hospodářské zařízení sdružení,Czech,Podnik nebo hospodářské zařízení sdružení,Podnik nebo hospodářské zařízení sdružení,ELF v1.5
9HLU,Czechia,Czechia,,Společnost s ručením omezeným,Czech,Společnost s ručením omezeným,Společnost s ručením omezeným,ELF v1.5
9RVC,Czechia,Czechia,,Družstvo,Czech,Družstvo,Družstvo,ELF v1.5
9XDB,Czechia,Czechia,,Občanské sdružení,Czech,Občanské sdružení,Občanské sdružení,ELF v1.5
AM3T,Czechia,Czechia,,Státní fond ze zákona nezapisující se do obchodního rejstříku,Czech,Státní fond ze zákona nezapisující se do obchodního rejstříku,Státní fond ze zákona nezapisující se do obchodního rejstříku,ELF v1.5
APEN,Czechia,Czechia,,"Správa železniční dopravní cesty, státní organizace",Czech,"Správa železniční dopravní cesty, státní organizace",Správa železniční dopravní cesty,ELF v1.5
APEN,Czechia,Czechia,,"Správa železniční dopravní cesty, státní organizace",Czech,"Správa železniční dopravní cesty, státní organizace", státní organizace,ELF v1.5
BL4B,Czechia,Czechia,,Obecně prospěšná společnost,Czech,Obecně prospěšná společnost,Obecně prospěšná společnost,ELF v1.5
C4Q2,Czechia,Czechia,,Všeobecná zdravotní pojišťovna,Czech,Všeobecná zdravotní pojišťovna,Všeobecná zdravotní pojišťovna,ELF v1.5
C5FE,Czechia,Czechia,,Samostatná drobná provozovna (obecního úřadu),Czech,Samostatná drobná provozovna (obecního úřadu),Samostatná drobná provozovna (obecního úřadu),ELF v1.5
C7GZ,Czechia,Czechia,,Výrobní družstvo,Czech,Výrobní družstvo,Výrobní družstvo,ELF v1.5
CATU,Czechia,Czechia,,Spolek,Czech,Spolek,Spolek,ELF v1.5
CD28,Czechia,Czechia,,Společnost komanditní,Czech,Společnost komanditní,Společnost komanditní,ELF v1.5
CHJR,Czechia,Czechia,,Podnik se zahraniční majetkovou účastí,Czech,Podnik se zahraniční majetkovou účastí,Podnik se zahraniční majetkovou účastí,ELF v1.5
CIO8,Czechia,Czechia,,Veřejná výzkumná instituce,Czech,Veřejná výzkumná instituce,Veřejná výzkumná instituce,ELF v1.5
CUKQ,Czechia,Czechia,,Mezinárodní organizace zaměstnavatelů,Czech,Mezinárodní organizace zaměstnavatelů,Mezinárodní organizace zaměstnavatelů,ELF v1.5
CZUA,Czechia,Czechia,,Zahraniční fyzická osoba,Czech,Zahraniční fyzická osoba,Zahraniční fyzická osoba,ELF v1.5
D1VK,Czechia,Czechia,,Školská právnická osoba,Czech,Školská právnická osoba,Školská právnická osoba,ELF v1.5
D35X,Czechia,Czechia,,Zahraniční spolek,Czech,Zahraniční spolek,Zahraniční spolek,ELF v1.5
ET6Z,Czechia,Czechia,,Svazy církví a náboženských společností,Czech,Svazy církví a náboženských společností,Svazy církví a náboženských společností,ELF v1.5
FIPS,Czechia,Czechia,,Banka-státní peněžní ústav,Czech,Banka-státní peněžní ústav,Banka-státní peněžní ústav,ELF v1.5
FY1B,Czechia,Czechia,,Církve a náboženské společnosti,Czech,Církve a náboženské společnosti,Církve a náboženské společnosti,ELF v1.5
G2I3,Czechia,Czechia,,Pobočný spolek,Czech,Pobočný spolek,Pobočný spolek,ELF v1.5
H4XQ,Czechia,Czechia,,Veřejné neziskové ústavní zdravotnické zařízení,Czech,Veřejné neziskové ústavní zdravotnické zařízení,Veřejné neziskové ústavní zdravotnické zařízení,ELF v1.5
H6WW,Czechia,Czechia,,Státní příspěvková organizace,Czech,Státní příspěvková organizace,Státní příspěvková organizace,ELF v1.5
HQPK,Czechia,Czechia,,"Komora (hospodářská, agrární)",Czech,"Komora (hospodářská, agrární)",Komora (hospodářská,ELF v1.5
HQPK,Czechia,Czechia,,"Komora (hospodářská, agrární)",Czech,"Komora (hospodářská, agrární)", agrární),ELF v1.5
HS5W,Czechia,Czechia,,Vnitřní organizační jednotka organizační složky státu,Czech,Vnitřní organizační jednotka organizační složky státu,Vnitřní organizační jednotka organizační složky státu,ELF v1.5
HSNC,Czechia,Czechia,,Podnik zahraničního obchodu,Czech,Podnik zahraničního obchodu,Podnik zahraničního obchodu,ELF v1.5
HY6K,Czechia,Czechia,,Organizační složka zahraničního nadačního fondu,Czech,Organizační složka zahraničního nadačního fondu,Organizační složka zahraničního nadačního fondu,ELF v1.5
I32F,Czechia,Czechia,,Sdružení mezinárodního obchodu,Czech,Sdružení mezinárodního obchodu,Sdružení mezinárodního obchodu,ELF v1.5
I68R,Czechia,Czechia,,Organizační jednotka zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,Czech,Organizační jednotka zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,Organizační jednotka zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,ELF v1.5
IQ9O,Czechia,Czechia,,Společenství vlastníků jednotek,Czech,Společenství vlastníků jednotek,Společenství vlastníků jednotek,ELF v1.5
J8PB,Czechia,Czechia,,Obec,Czech,Obec,Obec,ELF v1.5
JCAD,Czechia,Czechia,,Evidované církevní právnické osoby,Czech,Evidované církevní právnické osoby,Evidované církevní právnické osoby,ELF v1.5
JJYB,Czechia,Czechia,,Zahraniční pobočný spolek,Czech,Zahraniční pobočný spolek,Zahraniční pobočný spolek,ELF v1.5
KM6Z,Czechia,Czechia,,Státní banka československá,Czech,Státní banka československá,Státní banka československá,ELF v1.5
LEDI,Czechia,Czechia,,Honební společenstvo,Czech,Honební společenstvo,Honební společenstvo,ELF v1.5
LJ92,Czechia,Czechia,,Československé státní dráhy-státní organizace,Czech,Československé státní dráhy-státní organizace,Československé státní dráhy-státní organizace,ELF v1.5
LJL0,Czechia,Czechia,,Organizační složka státu,Czech,Organizační složka státu,Organizační složka státu,ELF v1.5
LPCQ,Czechia,Czechia,,Mezinárodní odborová organizace,Czech,Mezinárodní odborová organizace,Mezinárodní odborová organizace,ELF v1.5
MAVU,Czechia,Czechia,,Dobrovolný svazek obcí,Czech,Dobrovolný svazek obcí,Dobrovolný svazek obcí,ELF v1.5
MBUU,Czechia,Czechia,,Příspěvková organizace zřízená územním samosprávným celkem,Czech,Příspěvková organizace zřízená územním samosprávným celkem,Příspěvková organizace zřízená územním samosprávným celkem,ELF v1.5
NI3I,Czechia,Czechia,,Veřejnoprávní instituce,Czech,Veřejnoprávní instituce,Veřejnoprávní instituce,ELF v1.5
NJ87,Czechia,Czechia,,Společný podnik (s více zakladateli),Czech,Společný podnik (s více zakladateli),Společný podnik (s více zakladateli),ELF v1.5
NPH3,Czechia,Czechia,,Česká národní banka,Czech,Česká národní banka,Česká národní banka,ELF v1.5
NQHQ,Czechia,Czechia,,Komoditní burza,Czech,Komoditní burza,Komoditní burza,ELF v1.5
O9PW,Czechia,Czechia,,Samosprávná stavovská organizace (profesní komora),Czech,Samosprávná stavovská organizace (profesní komora),Samosprávná stavovská organizace (profesní komora),ELF v1.5
OVKW,Czechia,Czechia,,"Vysoká škola (veřejná, státní)",Czech,"Vysoká škola (veřejná, státní)",Vysoká škola (veřejná,ELF v1.5
OVKW,Czechia,Czechia,,"Vysoká škola (veřejná, státní)",Czech,"Vysoká škola (veřejná, státní)", státní),ELF v1.5
P3YF,Czechia,Czechia,,Pobočná odborová organizace a organizace zaměstnavatelů,Czech,Pobočná odborová organizace a organizace zaměstnavatelů,Pobočná odborová organizace a organizace zaměstnavatelů,ELF v1.5
PFE5,Czechia,Czechia,,"Městská část, městský obvod",Czech,"Městská část, městský obvod",Městská část,ELF v1.5
PFE5,Czechia,Czechia,,"Městská část, městský obvod",Czech,"Městská část, městský obvod", městský obvod,ELF v1.5
PQJE,Czechia,Czechia,,Mezinárodní nevládní organizace,Czech,Mezinárodní nevládní organizace,Mezinárodní nevládní organizace,ELF v1.5
Q25I,Czechia,Czechia,,Odborová organizace a organizace zaměstnavatelů,Czech,Odborová organizace a organizace zaměstnavatelů,Odborová organizace a organizace zaměstnavatelů,ELF v1.5
QIEL,Czechia,Czechia,,Kraj,Czech,Kraj,Kraj,ELF v1.5
QJ0F,Czechia,Czechia,,Ústav,Czech,Ústav,Ústav,ELF v1.5
QJWK,Czechia,Czechia,,Rada pro veřejný dohled nad auditem,Czech,Rada pro veřejný dohled nad auditem,Rada pro veřejný dohled nad auditem,ELF v1.5
QQ49,Czechia,Czechia,,Zdravotní pojišťovna (mimo VZP),Czech,Zdravotní pojišťovna (mimo VZP),Zdravotní pojišťovna (mimo VZP),ELF v1.5
QS6A,Czechia,Czechia,,Nadační fond,Czech,Nadační fond,Nadační fond,ELF v1.5
R2XE,Czechia,Czechia,,Organizační jednotka mezinárodní nevládní organizace,Czech,Organizační jednotka mezinárodní nevládní organizace,Organizační jednotka mezinárodní nevládní organizace,ELF v1.5
RBGQ,Czechia,Czechia,,Evropské hospodářské zájmové sdružení,Czech,Evropské hospodářské zájmové sdružení,EHZS,ELF v1.5
RHFQ,Czechia,Czechia,,Družstevní podnik (s 1 zakladatelem),Czech,Družstevní podnik (s 1 zakladatelem),Družstevní podnik (s 1 zakladatelem),ELF v1.5
RP0E,Czechia,Czechia,,Obecní podnik,Czech,Obecní podnik,Obecní podnik,ELF v1.5
SNWJ,Czechia,Czechia,,"Podílový, penzijní fond",Czech,"Podílový, penzijní fond",Podílový,ELF v1.5
SNWJ,Czechia,Czechia,,"Podílový, penzijní fond",Czech,"Podílový, penzijní fond", penzijní fond,ELF v1.5
T1FT,Czechia,Czechia,,Evropská družstevní společnost,Czech,Evropská družstevní společnost,SCE,ELF v1.5
T3Q1,Czechia,Czechia,,Bytové družstvo,Czech,Bytové družstvo,Bytové družstvo,ELF v1.5
U95A,Czechia,Czechia,,Odštěpný závod zahraniční fyzické osoby,Czech,Odštěpný závod zahraniční fyzické osoby,Odštěpný závod zahraniční fyzické osoby,ELF v1.5
UFDA,Czechia,Czechia,,Národní podnik,Czech,Národní podnik,Národní podnik,ELF v1.5
V6YH,Czechia,Czechia,,Společná zájmová organizace družstev,Czech,Společná zájmová organizace družstev,Společná zájmová organizace družstev,ELF v1.5
VIE3,Czechia,Czechia,,Zájmové sdružení právnických osob,Czech,Zájmové sdružení právnických osob,Zájmové sdružení právnických osob,ELF v1.5
VQU7,Czechia,Czechia,,Organizační složka zahraniční nadace,Czech,Organizační složka zahraniční nadace,Organizační složka zahraniční nadace,ELF v1.5
WJ30,Czechia,Czechia,,Družstevní podnik zemědělský,Czech,Družstevní podnik zemědělský,Družstevní podnik zemědělský,ELF v1.5
WL83,Czechia,Czechia,,Zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,Czech,Zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,Zvláštní organizace pro zastoupení českých zájmů v mezinárodních nevládních organizacích,ELF v1.5
WO0T,Czechia,Czechia,,Pobočná mezinárodní odborová organizace,Czech,Pobočná mezinárodní odborová organizace,Pobočná mezinárodní odborová organizace,ELF v1.5
WUFK,Czechia,Czechia,,Odštěpný závod,Czech,Odštěpný závod,Odštěpný závod,ELF v1.5
WVZF,Czechia,Czechia,,Účelová zahraničně obchodní organizace,Czech,Účelová zahraničně obchodní organizace,Účelová zahraničně obchodní organizace,ELF v1.5
XG70,Czechia,Czechia,,Právnikcá osoba zřízená zvláštním zákonem zapisovaná do veřejného rejstříku,Czech,Právnikcá osoba zřízená zvláštním zákonem zapisovaná do veřejného rejstříku,Právnikcá osoba zřízená zvláštním zákonem zapisovaná do veřejného rejstříku,ELF v1.5
XRK7,Czechia,Czechia,,"Politická strana, politické hnutí",Czech,"Politická strana, politické hnutí",Politická strana,ELF v1.5
XRK7,Czechia,Czechia,,"Politická strana, politické hnutí",Czech,"Politická strana, politické hnutí", politické hnutí,ELF v1.5
Y18E,Czechia,Czechia,,Společný podnik,Czech,Společný podnik,Společný podnik,ELF v1.5
Z3BF,Czechia,Czechia,,Zemědělské družstvo,Czech,Zemědělské družstvo,Zemědělské družstvo,ELF v1.5
ZQO8,Czechia,Czechia,,Evropská společnost,Czech,Evropská společnost,SE,ELF v1.5
ZU32,Czechia,Czechia,,Jiné družstvo,Czech,Jiné družstvo,Jiné družstvo,ELF v1.5
1MWR,Denmark,Denmark,,Fond,Danish,Fond,Fond,ELF v1.5
37UT,Denmark,Denmark,,Region,Danish,Region,Region,ELF v1.5
40R4,Denmark,Denmark,,Forening,Danish,Forening,Forening,ELF v1.5
599X,Denmark,Denmark,,Fonde og andre selvejende institutioner,Danish,Fonde og andre selvejende institutioner,Fonde og andre selvejende institutioner,ELF v1.5
5QS7,Denmark,Denmark,,Iværksætterselskab,Danish,Iværksætterselskab,IVS,ELF v1.5
7WRN,Denmark,Denmark,,Interessentskab,Danish,Interessentskab,I/S,ELF v1.5
9KSX,Denmark,Denmark,,Partnerselskab,Danish,Partnerselskab,P/S,ELF v1.5
D4PU,Denmark,Denmark,,Frivillig forening,Danish,Frivillig forening,Frivillig forening,ELF v1.5
F7JY,Denmark,Denmark,,Særlig Finansiel virksomhed,Danish,Særlig Finansiel virksomhed,Særlig Finansiel virksomhed,ELF v1.5
FUKI,Denmark,Denmark,,Enkeltmandsvirksomhed,Danish,Enkeltmandsvirksomhed,Enkeltmandsvirksomhed,ELF v1.5
FW7S,Denmark,Denmark,,Europæisk andelsselskab,Danish,Europæisk andelsselskab,SCE-selskab,ELF v1.5
GFXN,Denmark,Denmark,,Primærkommune,Danish,Primærkommune,Primærkommune,ELF v1.5
GULL,Denmark,Denmark,,Selskab med begrænset ansvar,Danish,Selskab med begrænset ansvar,SMBA,ELF v1.5
H8VP,Denmark,Denmark,,Anpartsselskab,Danish,Anpartsselskab,ApS,ELF v1.5
LWOD,Denmark,Denmark,,Medarbejderinvesteringsselskab,Danish,Medarbejderinvesteringsselskab,Medarbejderinvesteringsselskab,ELF v1.5
NUL8,Denmark,Denmark,,Kommanditselskab,Danish,Kommanditselskab,K/S,ELF v1.5
PIOI,Denmark,Denmark,,Erhvervsdrivende fond,Danish,Erhvervsdrivende fond,Erhvervsdrivende fond,ELF v1.5
PMJW,Denmark,Denmark,,Andelsselskab,Danish,Andelsselskab,Andelsselskab,ELF v1.5
PZ6Y,Denmark,Denmark,,Andelsselskab med begrænset ansvar,Danish,Andelsselskab med begrænset ansvar,AMBA,ELF v1.5
TB2C,Denmark,Denmark,,Europæisk økonomisk firmagruppe,Danish,Europæisk økonomisk firmagruppe,EØFG,ELF v1.5
UA1O,Denmark,Denmark,,Europæisk selskab,Danish,Europæisk selskab,SE-selskab,ELF v1.5
WU7R,Denmark,Denmark,,Forening med begrænset ansvar,Danish,Forening med begrænset ansvar,FMBA,ELF v1.5
ZRPO,Denmark,Denmark,,Aktieselskab,Danish,Aktieselskab,A/S,ELF v1.5
3ZBR,Dominican Republic,Dominican Republic,,Sociedad Anónima,Spanish,Sociedad Anónima,S. A.,ELF v1.5
8WQ9,Dominican Republic,Dominican Republic,,Sociedad en Comandita Simple,Spanish,Sociedad en Comandita Simple,S. en C.,ELF v1.5
B35X,Dominican Republic,Dominican Republic,,Sociedad en Participación(sin personalidad jurídica),Spanish,Sociedad en Participación(sin personalidad jurídica),Sociedad en Participación(sin personalidad jurídica),ELF v1.5
DQAU,Dominican Republic,Dominican Republic,,Sociedad Anónima Simplificada,Spanish,Sociedad Anónima Simplificada,SAS,ELF v1.5
K4CD,Dominican Republic,Dominican Republic,,Empresa Individual de Responsabilidad Limitada ,Spanish,Empresa Individual de Responsabilidad Limitada ,EIRL,ELF v1.5
LSWY,Dominican Republic,Dominican Republic,,Sociedad en Nombre Colectivo,Spanish,Sociedad en Nombre Colectivo,Sociedad en Nombre Colectivo,ELF v1.5
SWO8,Dominican Republic,Dominican Republic,,Sociedad de Responsaibilidad Limitada,Spanish,Sociedad de Responsaibilidad Limitada,S. R. L.,ELF v1.5
T4LC,Dominican Republic,Dominican Republic,,Sociedad en Comandita por Acciones,Spanish,Sociedad en Comandita por Acciones,Sociedad en Comandita por Acciones,ELF v1.5
6TPE,Ecuador,Ecuador,,Compañía en nombre colectivo,Spanish,Compañía en nombre colectivo,CNCOL,ELF v1.5
FKVG,Ecuador,Ecuador,,Compañía en Comandita Simple y dividida por acciones,Spanish,Compañía en Comandita Simple y dividida por acciones,CCSDA,ELF v1.5
J3T2,Ecuador,Ecuador,,Compañía Anónima,Spanish,Compañía Anónima,SA,ELF v1.5
N9QH,Ecuador,Ecuador,,Compañía de Economía Mixta,Spanish,Compañía de Economía Mixta,CEMIX,ELF v1.5
XOAD,Ecuador,Ecuador,,Compañía de Responsabilidad Limitada,Spanish,Compañía de Responsabilidad Limitada,CIA LTDA,ELF v1.5
1NKP,Estonia,Estonia,,Sihtasutus,Estonian,Sihtasutus,SA,ELF v1.5
3UPJ,Estonia,Estonia,,Füüsilisest isikust ettevõtja,Estonian,Füüsilisest isikust ettevõtja,FIE,ELF v1.5
6I0P,Estonia,Estonia,,Hooneühistu,Estonian,Hooneühistu,HÜ,ELF v1.5
752Q,Estonia,Estonia,,Euroopa äriühing,Estonian,Euroopa äriühing,SE,ELF v1.5
8ZQE,Estonia,Estonia,,Korteriühistu,Estonian,Korteriühistu,KÜ,ELF v1.5
9LJA,Estonia,Estonia,,Aktsiaselts,Estonian,Aktsiaselts,AS,ELF v1.5
BE56,Estonia,Estonia,,Avalik-õiguslik juriidiline isik,Estonian,Avalik-õiguslik juriidiline isik,Avalik-õiguslik juriidiline isik,ELF v1.5
CKOS,Estonia,Estonia,,Usuline ühendus,Estonian,Usuline ühendus,Usuline ühendus,ELF v1.5
GA3A,Estonia,Estonia,,Erakond,Estonian,Erakond,Erakond,ELF v1.5
I1UP,Estonia,Estonia,,Täisühing,Estonian,Täisühing,TÜ,ELF v1.5
J34T,Estonia,Estonia,,Ametiühing,Estonian,Ametiühing,AÜ,ELF v1.5
JC0Y,Estonia,Estonia,,Osaühing,Estonian,Osaühing,OÜ,ELF v1.5
LA47,Estonia,Estonia,,Euroopa majandushuviühing,Estonian,Euroopa majandushuviühing,EMHÜ,ELF v1.5
LVEQ,Estonia,Estonia,,Usaldusühing,Estonian,Usaldusühing,UÜ,ELF v1.5
PMOF,Estonia,Estonia,,Loomeliit,Estonian,Loomeliit,Loomeliit,ELF v1.5
PRTB,Estonia,Estonia,,Mittetulundusühing,Estonian,Mittetulundusühing,MTÜ,ELF v1.5
RXTT,Estonia,Estonia,,Euroopa ühistu,Estonian,Euroopa ühistu,SCE,ELF v1.5
VSEV,Estonia,Estonia,,Tulundusühistu,Estonian,Tulundusühistu,TÜH,ELF v1.5
1AFG,Finland,Finland,,Muu yhtiö,Finnish,Muu yhtiö,Muu yhtiö,ELF v1.5
1AFG,Finland,Finland,,Annat bolag,Swedish,Annat bolag,Annat bolag,ELF v1.5
1YIR,Finland,Finland,,Metsänhoitoyhdistys,Finnish,Metsänhoitoyhdistys,Metsänhoitoyhdistys,ELF v1.5
1YIR,Finland,Finland,,Skogsvårdsförening,Swedish,Skogsvårdsförening,Skogsvårdsförening,ELF v1.5
2RK5,Finland,Finland,,Kunta,Finnish,Kunta,Kunta,ELF v1.5
2RK5,Finland,Finland,,Kommun,Swedish,Kommun,Kommun,ELF v1.5
37GR,Finland,Finland,,Elinkeinoyhtymä,Finnish,Elinkeinoyhtymä,Elinkeinoyhtymä,ELF v1.5
37GR,Finland,Finland,,Näringssammanslutning,Swedish,Näringssammanslutning,Näringssammanslutning,ELF v1.5
4H61,Finland,Finland,,Keskinäinen vakuutusyhtiö,Finnish,Keskinäinen vakuutusyhtiö,Keskinäinen vakuutusyhtiö,ELF v1.5
4H61,Finland,Finland,,Ömsesidigt försäkringsbolag,Swedish,Ömsesidigt försäkringsbolag,Ömsesidigt försäkringsbolag,ELF v1.5
5WI2,Finland,Finland,,Eläkesäätiö,Finnish,Eläkesäätiö,Eläkesäätiö,ELF v1.5
5WI2,Finland,Finland,,Pensionsstiftelse,Swedish,Pensionsstiftelse,Pensionsstiftelse,ELF v1.5
6PEQ,Finland,Finland,,Paikallisyhteisö,Finnish,Paikallisyhteisö,Paikallisyhteisö,ELF v1.5
6PEQ,Finland,Finland,,Lokalsamfund,Swedish,Lokalsamfund,Lokalsamfund,ELF v1.5
