Name,Name clean,Name clean Global,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
ICON Plc,icon,icon,,,,Ireland,Western European and Others Group (WEOG),,,Company,"Pharmaceuticals, Biotechnology and Life Sciences",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
InoRail Ltd,inorail,inorail,,http://www.inorail.co.uk,229012045,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
INTERFER Edelstahl Handelsgesellschaft mbH,interfer edelstahl handelsgesellschaft,interfer edelstahl handelsgesellschaft,,,,Germany,Western European and Others Group (WEOG),,,SME,"Trading Companies and Distributors, and Commercial Services and Supplies",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
INWIT (Infrastrutture Wireless Italiane SpA),inwit infrastrutture wireless italiane,inwit infrastrutture wireless italiane,,,81560066183FE361C071,Italy,Western European and Others Group (WEOG),,,SME,Telecommunication Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
KDX Realty Investment Corporation,kdx realty investment,kdx realty investment,,,,Japan,Asia-Pacific Group,,,SME,Real Estate,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Lameja Invest AB,lameja invest,lameja invest,,,,Sweden,Western European and Others Group (WEOG),,,SME,Containers and Packaging,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Liebe & Frieden PVT LTD,liebe frieden,liebe frieden,,https://liebeandfrieden.com,29AAECL3596M1ZR,India,Asia-Pacific Group,,,SME,Retail and wholesale,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Mirka Ltd,mirka,mirka,,,,Finland,Western European and Others Group (WEOG),,,Company,"Consumer Durables, Household and Personal Products",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Modele De Capital Ind. Ltd.,modele capital ind,modele capital ind.,,,,Bangladesh,Asia-Pacific Group,,,Company,"Textiles, Apparel, Footwear and Luxury Goods",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
NGE,nge,nge,,,969500B2FUJ5DH639689,France,Western European and Others Group (WEOG),,,Company,Construction and Engineering,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Oakland Building Services Limited,oakland building services,oakland building services,,http://www.oaklandbuildingservices.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and civil engineering,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PDT Sales Consultancy,pdt sales consultancy,pdt sales consultancy,,https://pdtsalesconsultancy.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Polarn O. Pyret AB,polarn o pyret,polarn pyret,,,,Sweden,Western European and Others Group (WEOG),,,Company,Retailing,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Primax Electronics Ltd.,primax electronics,primax electronics,,,254900JO4CQFFG7AIQ15,"Taiwan, a province of China",Asia-Pacific Group,,,Company,Technology Hardware and Equipment,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Pureprint Group Limited,pureprint,pureprint,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Trading Companies and Distributors, and Commercial Services and Supplies",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Schweitzer-Mauduit International,schweitzer-mauduit,schweitzer-mauduit,,,,Luxembourg,Western European and Others Group (WEOG),,,Company,"Forest and Paper Products - Forestry, Timber, Pulp and Paper, Rubber",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Scientific Group Ltd,scientific,scientific,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Professional Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
senken GmbH,senken,senken,,,,Germany,Western European and Others Group (WEOG),,,SME,Software and Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
SERC Industrial,serc industrial,serc industrial,,,,Brazil,Latin American and Caribbean Group (GRULAC),,,SME,"Mining - Iron, Aluminum, Other Metals",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Sharpe Pritchard LLP,sharpe pritchard,sharpe pritchard,,,,United Kingdom,Western European and Others Group (WEOG),,,Company,Professional Services,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Software Limited t/a Co2Analysis,software t/a co2analysis,software t/a co2analysis,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Professional Services,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Spectre A/S,spectre,spectre,,,,Denmark,Western European and Others Group (WEOG),,,Company,"Textiles, Apparel, Footwear and Luxury Goods",,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
The Co-operative Group Ltd.,the co-operative,the co-operative group ltd.,,,213800TKR59ER8Z69V16,United Kingdom,Western European and Others Group (WEOG),,,Company,Food and Staples Retailing,,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
The Supreme Industries Limited,the supreme industries,supreme industries,,,33580094NA85GD34LN25,India,Asia-Pacific Group,,,Company,Building Products,,22/02/2024,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Thule Group AB,thule,thule,,,549300XHHOGBOERKU333,Sweden,Western European and Others Group (WEOG),,,Company,"Consumer Durables, Household and Personal Products",,22/02/2024,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
WG Safety & Environmental,wg safety environmental,wg safety environmental,,http://www.wg-safety.co.uk,855 6394 85,United Kingdom,Western European and Others Group (WEOG),,,SME,Other commercial service activities,,22/02/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ARK coworking,ark coworking,ark coworking,,http://www.arkcoworking.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
asndosad,asndosad,asndosad,,,,Norway,Western European and Others Group (WEOG),,,SME,"Food, beverage & agriculture",,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Dr. Gutman's, LLC",dr gutman's,dr. gutman's,,http://www.drgutmans.net,,United States of America,Western European and Others Group (WEOG),,,SME,"Biotech, health care & pharma",,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Geoprovider,geoprovider,geoprovider,,http://www.geoprovider.no,,Norway,Western European and Others Group (WEOG),,,SME,Services,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Joju Ltd,joju,joju,,http://www.jojusolar.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
New Energy Work,new energy work,new energy work,,http://www.newenergywork.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Phyllis Wheatley Community Center,phyllis wheatley community center,phyllis wheatley center,,http://www.phylliswheatley.org,,United States of America,Western European and Others Group (WEOG),,,SME,Services,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Utility Works,utility works,utility works,,UtilityWorks,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2023,Did not - joined less than 12 months ago,,Utility Works has pledged to go net zero by 2030.,,Mar-24,,,,,,,,,,,,,,,,Yes,,,,,Yes,,,,,
ZFMK Creative,zfmk creative,zfmk creative,,,,United States of America,Western European and Others Group (WEOG),,,SME,Other,,22/02/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
agora - Digital Capital Markets Ltd,agora - digital capital markets,agora digital capital markets,GCAP29139,http://agoradcm.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2022,Did not - support needed,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,
Common Ledger Limited,common ledger,common ledger,GCAP29497,http://WWW.COMMONLEDGER.COM,,New Zealand,Western European and Others Group (WEOG),,,SME,Services,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Down Business Centre,down centre,down centre,GCAP29612,https://downbc.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Fusagasugá,fusagasugá,fusagasugá,GCAP31196,,,Colombia,Latin American and Caribbean Group (GRULAC),,,City,,,22/02/2022,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,
HardSoft,hardsoft,hardsoft,GCAP29902,http://hardsoftcomputers.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
MakeTomorrow,maketomorrow,maketomorrow,GCAP24109,https://maketomorrow.earth/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Pro2 Automotive Engineering Limited,pro2 automotive engineering,pro2 automotive engineering,GCAP30505,https:www.pro-two.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Transportation services,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
PT Graha Sejahtera Infokomunikasi,graha sejahtera infokomunikasi,graha sejahtera infokomunikasi,GCAP30517,https://gsi-solution.com/,,Indonesia,Asia-Pacific Group,,,SME,Infrastructure,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Split Second Ltd.,split second,split second,GCAP30740,http://www.splitsecondltd.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Stumpjump Ltd,stumpjump,stumpjump,GCAP30775,http://facebook%20@paddykellysballynahinch,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
WILL Pharma,will pharma,will pharma,GCAP31088,https://www.willpharma.com/en/,,Belgium,Western European and Others Group (WEOG),,,Company,"Biotech, health care & pharma",,22/02/2022,Own Website,,"Actions published here: https://www.willpharma.com/en/responsibility/ , awaiting published data on emissions",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
EARTH 51,earth 51,earth 51,GCAP20049,http://www.earth51.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Enertechnos,enertechnos,enertechnos,GCAP20062,http://www.enertechnos.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Frazer-Nash Consultancy Ltd.,frazer-nash consultancy,frazer-nash consultancy,GCAP20084,https://www.fnc.co.uk/,213800Q4XWUGNJHZVD39,United Kingdom,Western European and Others Group (WEOG),,,Company,Services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Green Frog Connect,green frog connect,green frog connect,GCAP20108,http://www.greenfrogconnect.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Power generation,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
NRG Marine Sonihull,nrg marine sonihull,nrg marine sonihull,GCAP20247,http://www.sonihull.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Oleter Group AB,oleter,oleter,GCAP20255,https://oletergroup.se/,,Sweden,Western European and Others Group (WEOG),,,Company,Services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Quosient Ltd.,quosient,quosient,GCAP20286,http://www.blox.earth,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Sustainable Pathways,sustainable pathways,sustainable pathways,GCAP20358,https://www.sustainable-pathways.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
TOPROPE GHANA LTD,toprope ghana,toprope ghana,GCAP20386,http://WWW.TOPROPEGHANA.COM,,Ghana,African Group,,,SME,Infrastructure,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Velocity RDT Limited,velocity rdt,velocity rdt,GCAP20410,http://www.velocityrdt.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Vertical Aerospace Group Ltd,vertical aerospace,vertical aerospace,GCAP20411,http://www.vertical-aerospace.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Transportation services,,22/02/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ChockpanidapanyaD,chockpanidapanyad,chockpanidapanyad,,no_website,,Thailand,Asia-Pacific Group,,,SME,Transport and logistics,,22/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cooper Darwin Consultants,cooper darwin consultants,cooper darwin consultants,,http://www.cooperdarwin.com,10/4/35555,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
HR Revolution,hr revolution,hr revolution,,http://www.hrrevolution.co.uk,104889302,United Kingdom,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Putney Pantry limited,putney pantry,putney pantry,,http://www.putneypantry.com,4/3/27382,United Kingdom,Western European and Others Group (WEOG),,,SME,Tourism and hospitality,,22/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
WEO,weo,weo,,http://www.weo-water.com,LU32878418,Luxembourg,Western European and Others Group (WEOG),,,SME,Business activities - Consultancy legal accounting etc,,22/01/2024,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Exalto Consulting Limited,exalto consulting,exalto consulting,,http://www.exalto-consulting.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,22/01/2023,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
AEDI UG,aedi,aedi,GCAP21534,https://aedi.africa/,,Germany,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Banca MPS (Banca Monte dei Paschi di Siena),banca mps banca monte dei paschi di siena,banca mps banca monte dei paschi di siena,,http://www.gruppomps.it/,,Italy,Western European and Others Group (WEOG),,,Financial Institution,,$132.84 billion,22/01/2022,,Own Website,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,
Eco-Homemaker Ltd.,eco-homemaker,eco-homemaker,GCAP29652,http://eco-homemaker.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Place Support Partnership,place support,place support,GCAP30473,http://Www.placesupportpartnership.com%20/%20@theplacepartner,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Snack Fresh Ltd,snack fresh,snack fresh,GCAP30705,http://www.snackfresh.co.uk,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
The Facial Room Society,the facial room society,facial room,GCAP30864,http://www.thefacialroomsociety.com,,United States of America,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
University of Califronia Riverside Health,university of califronia riverside health,university califronia riverside health,GCAP30996,https://www.ucrhealth.org,,United States of America,Western European and Others Group (WEOG),,,Healthcare,"Biotech, health care & pharma",,22/01/2022,Other,,"Published target, annual emissions report",,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
UWE,uwe,uwe,GCAP31012,,,Belgium,Western European and Others Group (WEOG),,,SME,Other,,22/01/2022,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Banco do Brasil S.A.,do brasil,do brasil,GCAP339,bancobrasil.com.br,QE0Q0253K88YAGNPE356,Brazil,Latin American and Caribbean Group (GRULAC),,,Financial Institution,,,22/01/2021,CDP,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
HV Systems,hv systems,hv systems,GCAP20141,http://www.hv-systems.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Transportation services,,22/01/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Wildwood Ecology,wildwood ecology,wildwood ecology,GCAP18104,https://wildwoodecology.com/,,United Kingdom,Western European and Others Group (WEOG),,,Company,Services,,22/01/2020,Did not - support needed,,"Have commited to publishing annually via their website.
Environment Statement + commitments: https://wildwoodecology.com/home/environmental-statement/",,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
"Textil Santanderina, S.A.",textil santanderina,textil santanderina,GCAP18013,https://textilsantanderina.com/social-responsibility/,,Spain,Western European and Others Group (WEOG),,,Company,Apparel,,22/01/2019,CDP,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
Quaero Capital,quaero capital,quaero capital,GCAP33156,https://quaerocapital.com/en/,,Switzerland,Western European and Others Group (WEOG),,,Financial Institution,,,21/06/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
Breckinridge Capital Advisors,breckinridge capital advisors,breckinridge capital advisors,GCAP16754,https://www.breckinridge.com/,,United States of America,Western European and Others Group (WEOG),,,Financial Institution,,,21/12/2021,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,
A&A Digital Tech Ltd,a&a digital tech,a&a digital tech,,http://www.aadigitaltech.com,243377503,United Kingdom,Western European and Others Group (WEOG),,,SME,Information technology,,21/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Adapteo Group,adapteo,adapteo,,,,Finland,Western European and Others Group (WEOG),,,Company,Real Estate,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Airspeed LLC,airspeed,airspeed,,,,United States of America,Western European and Others Group (WEOG),,,Company,Electrical Equipment and Machinery,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Alligo AB,alligo,alligo,,,549300AZV2TAMUBEZS90,Sweden,Western European and Others Group (WEOG),,,Company,Retailing,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Aqubix Ltd,aqubix,aqubix,,http://www.aqubix.com,C44882,Malta,Western European and Others Group (WEOG),,,SME,Information technology,,21/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"Armada Supply Chain Solutions, LLC",armada supply chain solutions,armada supply chain solutions,,,549300WTHP5XNUVB3893,United States of America,Western European and Others Group (WEOG),,,Company,Ground Transportation - Trucking Transportation,,21/12/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Australia Post Global eCommerce Solutions (UK) Ltd,australia post global ecommerce solutions uk,australia post global ecommerce solutions,,,,United Kingdom,Western European and Others Group (WEOG),,,Company,Air Freight Transportation and Logistics,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
CelcomDigi Berhad,celcomdigi,celcomdigi,,,,Malaysia,Asia-Pacific Group,,,Company,Telecommunication Services,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Circlewise CIC,circlewise,circlewise,,https://www.circlewise.co/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Health care and services,,21/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
DEIF A/S,deif,deif,,,213800Z18XGV1538LC97,Denmark,Western European and Others Group (WEOG),,,Company,Electrical Equipment and Machinery,,21/12/2023,,,Net-zero commitment,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Deixis,deixis,deixis,,https://t.me/+KUWeNi-LK7kxYTcz,,Mexico,Latin American and Caribbean Group (GRULAC),,,SME,Business activities - Consultancy legal accounting etc,,21/12/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Denmaur Independent Papers Limited,denmaur independent papers,denmaur independent papers,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,"Trading Companies and Distributors, and Commercial Services and Supplies",,21/12/2023,,,Targets set,,Apr-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
