ELF code,Country ELF,Country,Country Global,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
,,India,Global,,,,,Joint Hindu Family Business,Gereltuya automatic collection 20240716
,,India,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,India,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,India,Global,,,,,Pvt Ltd,Gereltuya automatic collection 20240716
,,India,Global,,,,,Pvt Ltd.,Gereltuya automatic collection 20240716
,,India,Global,,,,,Pvt. Ltd,Gereltuya automatic collection 20240716
,,India,Global,,,,,Pvt. Ltd.,Gereltuya automatic collection 20240716
,,India,Global,,,,,Ltd,Gereltuya automatic collection 20240716
,,India,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,India,Global,,,,,OPC,Gereltuya automatic collection 20240716
,,India,Global,,,,,Unlimited Company,Gereltuya automatic collection 20240716
,,India,Global,,,,,PSU,Gereltuya automatic collection 20240716
,,India,Global,,,,,Cooperative Societies,Gereltuya automatic collection 20240716
,,India,Global,,,,,NGO,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,Yayasan,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,Perkumpulan,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,UD,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,Fa,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,Koperasi,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,mts,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,CV,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,PT,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,PT Persero,Gereltuya automatic collection 20240716
,,Indonesia,Global,,,,,PT Tbk,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,SJSC,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,PJSC,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,LLC,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,شرکت تضامنی,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,شرکت تعاونی,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,موسسه خیریه,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,NGO,Gereltuya automatic collection 20240716
,,Iran,Global,,,,,فردی,Gereltuya automatic collection 20240716
,,Israel,Global,,,,,"בע""מ",Gereltuya automatic collection 20240716
,,Israel,Global,,,,,חברה ציבורית,Gereltuya automatic collection 20240716
,,Israel,Global,,,,,"חל""צ",Gereltuya automatic collection 20240716
,,Israel,Global,,,,,שותפות,Gereltuya automatic collection 20240716
,,Israel,Global,,,,,אגודה שיתופית,Gereltuya automatic collection 20240716
,,Israel,Global,,,,,עמותה,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,K.K.,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,G.K.,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,GMK,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,GSK,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,NK,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,TK,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,投資事業有限責任組合,Gereltuya automatic collection 20240716
,,Japan,Global,,,,,有限責任事業組合,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Limited Liability,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Limited Liability in Shares,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Public Shareholding,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Private Shareholding Companies,Gereltuya automatic collection 20240716
,,Jordan,Global,,,,,Foreign Company,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,АО,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ТОО,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ТДО,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ГП,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,КТ,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ОО,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ПТ,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ПтК,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,ПрК,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,РО,Gereltuya automatic collection 20240716
,,Kazakhstan,Global,,,,,Учр,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,합명회사,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,합자회사,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,유한책임회사,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,주식회사,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,주,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,㈜,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,유한회사,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,협동조합,Gereltuya automatic collection 20240716
,,South Korea,Global,,,,,협동조합연합회,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,B.I.,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,O.P.,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,SH.K.M.,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,SH.P.K.,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,"J.S.C., SH.A.",Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,DEGA NË KOSOVË,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,Socially Owned Enterprises,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,Public Enterprises,Gereltuya automatic collection 20240716
,,Kosovo,Global,,,,,Agricultural Cooperatives,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,s.a.l.,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,S.A.R.L.,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,S.N.C.,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,S.C.S.,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,Holding Company,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,Offshore company,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,Branch of Foreign Company,Gereltuya automatic collection 20240716
,,Lebanon,Global,,,,,Representative Office,Gereltuya automatic collection 20240716
,,Malaysia,Global,,,,,PLT,Gereltuya automatic collection 20240716
,,Malaysia,Global,,,,,Bhd.,Gereltuya automatic collection 20240716
,,Malaysia,Global,,,,,Sdn. Bhd.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,Persona Física,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S. de R.L.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,Sociedad en Nombre Colectivo,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S. en C.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S. en C. por A.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S.A. de C.V.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S.A.B.,Gereltuya automatic collection 20240716
,,Mexico,Global,,,,,S.A.P.I.,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,SAM,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,SARL,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,SNC,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,SCS,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,SCA,Gereltuya automatic collection 20240716
,,Monaco,Global,,,,,Sole Trader,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,ОНӨҮГ,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,ХК,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,ХХК,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,Хоршоо,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,Нөхөрлөл,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,Нөхөрлөл,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,ТБ,Gereltuya automatic collection 20240716
,,Mongolia,Global,,,,,ТББ,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,Preduzetnik,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,O.D.,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,K.D.,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,A.D.,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,D.O.O.,Gereltuya automatic collection 20240716
,,Montenegro,Global,,,,,Dio stranog društva,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.A.R.L.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,G.I.E.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.N.C.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.C.S.,Gereltuya automatic collection 20240716
,,Morocco,Global,,,,,S.C.A.,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Close Corporation,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Private Company,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Public Company,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Sole Trader,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Trust,Gereltuya automatic collection 20240716
,,Namibia,Global,,,,,Co-operative,Gereltuya automatic collection 20240716
,,Nepal,Global,,,,,Private Limited Company,Gereltuya automatic collection 20240716
,,Nepal,Global,,,,,Public Limited Company,Gereltuya automatic collection 20240716
,,Nepal,Global,,,,,Branch,Gereltuya automatic collection 20240716
,,New Zealand,Global,,,,,Ltd,Gereltuya automatic collection 20240716
,,New Zealand,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,New Zealand,Global,,,,,Look-through company,Gereltuya automatic collection 20240716
,,Nicaragua,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Nicaragua,Global,,,,,Cia.,Gereltuya automatic collection 20240716
,,Nicaragua,Global,,,,,Cia. Ltda.,Gereltuya automatic collection 20240716
,,Nicaragua,Global,,,,,S.C.S.,Gereltuya automatic collection 20240716
,,Nicaragua,Global,,,,,S.C.A.,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,PLC,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,Ltd./Gte.,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,ULtd.,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,Nigeria,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,A.D.,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,D.O.O.,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,D.O.O.E.L.,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,K.D.,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,K.D.A.,Gereltuya automatic collection 20240716
,North Macedonia,Macedonia,Global,,,,,J.T.D.,Gereltuya automatic collection 20240716
,,Oman,Global,,,,,SAOG,Gereltuya automatic collection 20240716
,,Oman,Global,,,,,SAOC,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Sole Proprietorship,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Registered Firm,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Unregistered Firm,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,PLC,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,(Private) Limited,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,(Guarantee) Limited,Gereltuya automatic collection 20240716
,,Pakistan,Global,,,,,Unlimited Company,Gereltuya automatic collection 20240716
,,Peru,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Peru,Global,,,,,S.A.A.,Gereltuya automatic collection 20240716
,,Peru,Global,,,,,S.A.C.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Corp.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Inc.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,GOCC,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,OPC,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Co.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Ltd. Co.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,LP,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Coop.,Gereltuya automatic collection 20240716
,,Philippines,Global,,,,,Ent.,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,НКО,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,ИП,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,Государственное (унитарное) предприятие,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,ООО,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,АО,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,ПАО,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,НПАО,Gereltuya automatic collection 20240716
,,Russia,Global,,,,,Кооператив,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,شركة ذات مسئولية محدودة,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,شركة مساهمة,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,شركة تضامن,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,شركة التوصية البسيطة,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,شركة أجنبية,Gereltuya automatic collection 20240716
,,Saudi Arabia,Global,,,,,مؤسسة فردية,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,д.о.о.,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,д.д.,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,a.д.,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,предузетник,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,о.д.,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,к.д.,Gereltuya automatic collection 20240716
,Serbia,Republic of Serbia,Global,,,,,ј.п.,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Sdn Bhd,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Pte Ltd,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Pte Ltd.,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Pte. Ltd,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Pte. Ltd.,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Ltd,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Bhd,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Singapore Subsidiary Company,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Sole Proprietorship,Gereltuya automatic collection 20240716
,,Singapore,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Sole Proprietorship,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Business Trust,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Partnership,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Company Limited by Guarantee,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Incorporated Association Not for Gain,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,(Pty) Ltd,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,(Pty) Ltd.,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Section 53(b) Company,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,South Africa,Global,,,,,CC,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,AG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,SA,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,SA,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,GmbH,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Sàrl,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Sagl,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Stiftung,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Anlagefonds,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,SICAF,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,SICAV,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Verein,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,wIG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Einzelunternehmen,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,eG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,KolG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,KG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,KomAG,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Genossenschaft,Gereltuya automatic collection 20240716
,,Switzerland,Global,,,,,Zweigniederlassung,Gereltuya automatic collection 20240716
,,"Taiwan, a province of China",Global,,,,,無限公司,Gereltuya automatic collection 20240716
,,"Taiwan, a province of China",Global,,,,,有限公司,Gereltuya automatic collection 20240716
,,"Taiwan, a province of China",Global,,,,,兩合公司,Gereltuya automatic collection 20240716
,,"Taiwan, a province of China",Global,,,,,股份有限公司,Gereltuya automatic collection 20240716
,,Thailand,Global,,,,,บริษัทมหาชนจำกัด,Gereltuya automatic collection 20240716
,,Thailand,Global,,,,,บริษัทเอกชนจำกัด,Gereltuya automatic collection 20240716
,,Thailand,Global,,,,,ห้างหุ้นส่วนจำกัด,Gereltuya automatic collection 20240716
,,Thailand,Global,,,,,ห้างหุ้นส่วนสามัญนิติบุคคล,Gereltuya automatic collection 20240716
,,Tunisia,Global,,,,,شركة فردية,Gereltuya automatic collection 20240716
,,Tunisia,Global,,,,,شّركة ذات مسؤوليّات محدودة ش.م.م.,Gereltuya automatic collection 20240716
,,Tunisia,Global,,,,,شّركة فردية ذات مسؤوليّات محدودة,Gereltuya automatic collection 20240716
,,Tunisia,Global,,,,,شركة خفية الإسم,Gereltuya automatic collection 20240716
,,Tunisia,Global,,,,,الشركات ذات رأس المال المتغيّر,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Adi ortaklık,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Koll. Şti.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Kom. Şti,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,A.Ş.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,A.O.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Ltd. Şti.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,L.Ş.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,L.O.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,HAAO,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Koop.,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,irtibat bürosu,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Şahıs şirketi,Gereltuya automatic collection 20240716
,,Turkey,Global,,,,,Şb.,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ПАТ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ПрАТ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,АТ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ТОВ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ФОП,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,КТ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ПТ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ТДВ,Gereltuya automatic collection 20240716
,,Ukraine,Global,,,,,ПП,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,شركة ذات مسئولية محدودة,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,شركة مساهمة,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,شركة ذات مسئولية محدودة بالمساهمة,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,شركة تضامن,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,شركة فردية,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,فرع,Gereltuya automatic collection 20240716
,,United Arab Emirates,Global,,,,,مؤسسة فردية,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,CIC,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,CIO,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,IPS,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,GP,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,SLP,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,LP,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Ltd,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Ltd.,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Limited,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Ltd (by guarantee),Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Ltd. (by guarantee),Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,PLC,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Unlimited,Gereltuya automatic collection 20240716
,,United Kingdom,Global,,,,,Sole Proprietorship,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,GP,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,LP,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,LLP,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,LLLP,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,LLC,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Corp.,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Inc.,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,PBC,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,PC,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,P.C.,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Nonprofit Corp.,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Co-Op,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Coop,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Sole Prop.,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,Trust,Gereltuya automatic collection 20240716
,,United States of America,Global,,,,,DBA,Gereltuya automatic collection 20240716
,,Uruguay,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Uruguay,Global,,,,,S.A.S.,Gereltuya automatic collection 20240716
,,Uruguay,Global,,,,,S.R.L.,Gereltuya automatic collection 20240716
,,Uruguay,Global,,,,,S.C.I.,Gereltuya automatic collection 20240716
,,Uruguay,Global,,,,,S.C.,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,МЧЖ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,КМЖ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,АЖ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,ОАЖ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,ЁАЖ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,ХК,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,ХТ,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,ОК,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,УК,Gereltuya automatic collection 20240716
,,Uzbekistan,Global,,,,,КК,Gereltuya automatic collection 20240716
,,Venezuela,Global,,,,,S.A.,Gereltuya automatic collection 20240716
,,Venezuela,Global,,,,,S.R.L.,Gereltuya automatic collection 20240716
,,Venezuela,Global,,,,,S.C.S.,Gereltuya automatic collection 20240716
,,Venezuela,Global,,,,,Soc.Col.,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Cty TNHH,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Cty TNHH MTV,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Cty CP,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Công ty hợp danh,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Doanh nghiệp hợp danh,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,DNNN,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,DNTN,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,DTNN,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,HTX,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Chi nhánh,Gereltuya automatic collection 20240716
,,Vietnam,Global,,,,,Nhóm Cty,Gereltuya automatic collection 20240716
5AWN,Argentina,Argentina,Global,,Sociedad del Estado,Spanish,Sociedad del Estado,S.E,ELF v1.5 with abbreviations
6M8Y,Argentina,Argentina,Global,,Sociedad Colectiva,Spanish,Sociedad Colectiva,Soc.Col.,ELF v1.5 with abbreviations
D3E0,Argentina,Argentina,Global,,Sociedad de Capital e Industria,Spanish,Sociedad de Capital e Industria,S.C.e I.,ELF v1.5 with abbreviations
F0A6,Argentina,Argentina,Global,,Sociedad Anonima,Spanish,Sociedad Anonima,S.A.,ELF v1.5 with abbreviations
FE8K,Argentina,Argentina,Global,,Sociedad Por Acciones Simplificada,Spanish,Sociedad Por Acciones Simplificada,S.A.S,ELF v1.5 with abbreviations
H70T,Argentina,Argentina,Global,,Sociedad en Comandita Simple,Spanish,Sociedad en Comandita Simple,S.C.S.,ELF v1.5 with abbreviations
HZ6C,Argentina,Argentina,Global,,Sociedad Cooperativa,Spanish,Sociedad Cooperativa,S. Coop.,ELF v1.5 with abbreviations
O7AL,Argentina,Argentina,Global,,Sociedad de Garantía Reciproca,Spanish,Sociedad de Garantía Reciproca,SGR,ELF v1.5 with abbreviations
PLZ6,Argentina,Argentina,Global,,Sociedad en Comandita por Acciones,Spanish,Sociedad en Comandita por Acciones,S.C.p.A.,ELF v1.5 with abbreviations
U82F,Argentina,Argentina,Global,,Sociedad De Responsalided Limitada,Spanish,Sociedad De Responsalided Limitada,S.R.L,ELF v1.5 with abbreviations
